"","FITXA_ID","TIPUS","AREA","ELEMENT","DETALL","DIA_DATA_ALTA","MES_DATA_ALTA","ANY_DATA_ALTA","DIA_DATA_TANCAMENT","MES_DATA_TANCAMENT","ANY_DATA_TANCAMENT","CODI_DISTRICTE","DISTRICTE","CODI_BARRI","BARRI","SECCIO_CENSAL","TIPUS_VIA","CARRER","NUMERO","COORDENADA_X","COORDENADA_Y","LONGITUD","LATITUD","SUPORT","CANALS_RESPOSTA"
"11",251672,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",18,12,2015,11,1,2016,2,"Eixample",10,"Sant Antoni",163,"Gran Via","Corts Catalanes",554,429813.2485,4581648.701,2.160574196,41.38330304,"TELÈFON","CARTA"
"12",251523,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",21,12,2015,11,1,2016,10,"Sant Martí",68,"el Poblenou",64,"Carrer","Pujades",186,433210.7361,4583664.072,2.200981633,41.4017442,"MÒBIL","SMS"
"13",251946,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",31,12,2015,11,1,2016,8,"Nou Barris",45,"Porta",24,"Carrer","Arnau d'Oms",57,431254.9351,4586968.098,2.177210642,41.43133758,"TELÈFON","EMAIL"
"14",252191,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",15,12,2015,12,1,2016,10,"Sant Martí",72,"Sant Martí de Provençals",113,"Carrer","Bac de Roda",201,432660.8931,4585102.46,2.194244277,41.41465348,"MÒBIL","EMAIL"
"15",252231,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",9,1,2016,12,1,2016,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"16",253006,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",14,12,2015,13,1,2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",43,"Carrer","Sancho de Ávila",15,432143.644,4583208.902,2.188267952,41.39755527,"TELÈFON","EMAIL"
"17",253041,"INCIDENCIA","Mobilitat","Bicicletes","Registre bicicletes incidència tramitació",18,12,2015,13,1,2016,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"18",253334,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",30,12,2015,13,1,2016,3,"Sants-Montjuïc",18,"Sants",111,"Carrer","Melcior de Palau",127,427869.9236,4581392.919,2.137365184,41.38082743,"TELÈFON","IMMEDIATA"
"19",253336,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",31,12,2015,13,1,2016,3,"Sants-Montjuïc",16,"la Bordeta",62,"Carrer","Jocs Florals",162,427773.673,4580284.966,2.136346226,41.37083988,"TELÈFON","IMMEDIATA"
"20",253335,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",31,12,2015,13,1,2016,3,"Sants-Montjuïc",16,"la Bordeta",62,"Carrer","Jocs Florals",162,427773.673,4580284.966,2.136346226,41.37083988,"TELÈFON","IMMEDIATA"
"21",253129,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",5,1,2016,13,1,2016,1,"Ciutat Vella",1,"el Raval",11,"Plaça","Pedró",2,430288.1171,4581239.476,2.166300071,41.37965857,"MÒBIL","EMAIL"
"22",253628,"INCIDENCIA","Mobilitat","Bicicletes","Registre bicicletes incidència tramitació",14,12,2015,14,1,2016,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"23",253599,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",22,12,2015,14,1,2016,1,"Ciutat Vella",1,"el Raval",4,"Carrer","Nou de la Rambla",88,430678.3637,4580835.245,2.17101288,41.3760515,"TELÈFON","EMAIL"
"24",253601,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",22,12,2015,14,1,2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla",44,"Carrer","Sant Fructuós",30,428625.8538,4580345.95,2.146527995,41.37146516,"WEB","EMAIL"
"25",253604,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",22,12,2015,14,1,2016,9,"Sant Andreu",62,"el Congrés i els Indians",81,"Carrer","Matanzas",24,431647.6098,4585919.067,2.182028585,41.42192284,"WEB","EMAIL"
"26",253620,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",22,12,2015,14,1,2016,9,"Sant Andreu",60,"Sant Andreu",53,"Carrer","Camil Fabra",1,432086.5291,4586797.255,2.187181972,41.42986961,"WEB","EMAIL"
"27",253623,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",23,12,2015,14,1,2016,9,"Sant Andreu",60,"Sant Andreu",33,"Plaça","Primavera",1,432157.8247,4588444.587,2.18785024,41.44471257,"WEB","EMAIL"
"28",253624,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",23,12,2015,14,1,2016,6,"Gràcia",28,"Vallcarca i els Penitents",1,"Avinguda","República Argentina",60,428672.0969,4584566.278,2.146583914,41.40948018,"WEB","EMAIL"
"29",253625,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",23,12,2015,14,1,2016,7,"Horta-Guinardó",33,"el Baix Guinardó",8,"Carrer","Padilla",393,430482.7818,4584843.795,2.16821409,41.41213831,"TELÈFON","EMAIL"
"30",253632,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",25,12,2015,14,1,2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",47,"Carrer","Torras i Pujalt",24,427627.9577,4583703.371,2.134195655,41.40161501,"WEB","EMAIL"
"31",253644,"INCIDENCIA","Mobilitat","Bicicletes","Registre bicicletes incidència tramitació",11,1,2016,14,1,2016,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"TELÈFON","EMAIL"
"32",254307,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",17,12,2015,15,1,2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",101,"Carrer","Muntaner",117,429383.0091,4582346.84,2.155347739,41.38955329,"MÒBIL","EMAIL"
"33",254370,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",20,12,2015,15,1,2016,1,"Ciutat Vella",2,"el Barri Gòtic",26,"Carrer","Palma de Sant Just",9,431343.4098,4581506.253,2.178889073,41.38215209,"TELÈFON","EMAIL"
"34",254097,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",21,12,2015,15,1,2016,2,"Eixample",6,"la Sagrada Família",41,"Carrer","Sant Antoni Maria Claret",188,430849.2203,4584577.449,2.172628592,41.40977104,"TELÈFON","IMMEDIATA"
"35",254368,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",22,12,2015,15,1,2016,1,"Ciutat Vella",2,"el Barri Gòtic",31,"Passeig","Colom",6,431529.2777,4581326.493,2.181132088,41.38054889,"WEB","EMAIL"
"36",254354,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",29,12,2015,15,1,2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",88,"Carrer","Escipió",39,428557.3035,4584277.472,2.145244688,41.40686883,"WEB","EMAIL"
"37",253975,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",31,12,2015,15,1,2016,2,"Eixample",10,"Sant Antoni",153,"Carrer","Floridablanca",31,429418.4684,4580919.495,2.155938087,41.3767008,"TELÈFON","IMMEDIATA"
"38",253968,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",2,1,2016,15,1,2016,3,"Sants-Montjuïc",18,"Sants",112,"Carrer","Guitard",44,427918.4007,4581529.781,2.1379286,41.38206444,"WEB","EMAIL"
"39",254321,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",7,1,2016,15,1,2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",143,"Carrer","Diputació",99,429395.7357,4581499.307,2.155598716,41.38192097,"WEB","EMAIL"
"40",254265,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",13,1,2016,15,1,2016,8,"Nou Barris",46,"el Turó de la Peira",39,"Passeig","Urrutia",96,430687.2101,4587345.013,2.170373166,41.43468351,"MÒBIL","EMAIL"
"41",255090,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",18,12,2015,18,1,2016,6,"Gràcia",31,"la Vila de Gràcia",44,"Avinguda","Diagonal",446,429664.6194,4583121.116,2.158625819,41.3965516,"WEB","EMAIL"
"42",254519,"INCIDENCIA","Mobilitat","Bicicletes","Aparcament bicicletes incidències",11,1,2016,18,1,2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"Parc","Ciutadella",0,431994.1538,4582169.179,2.186596598,41.38817815,"TELÈFON","EMAIL"
"43",254481,"INCIDENCIA","Mobilitat","Bicicletes","Aparcament bicicletes incidències",12,1,2016,18,1,2016,1,"Ciutat Vella",2,"el Barri Gòtic",23,"Plaça","Isidre Nonell",0,431007.9458,4581834.076,2.174840101,41.385076,"TELÈFON","SMS"
"44",255298,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",20,11,2015,19,1,2016,8,"Nou Barris",45,"Porta",33,"Carrer","Bunyola",23,431102.2839,4587637.847,2.175307436,41.43735668,"MÒBIL","SMS"
"45",255658,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",6,1,2016,19,1,2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",47,"Passeig","Pujades",11,431831.3202,4582385.514,2.184624823,41.39011284,"WEB","EMAIL"
"46",255392,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",11,1,2016,19,1,2016,2,"Eixample",7,"la Dreta de l'Eixample",71,"Carrer","Girona",73,430700.0255,4582910.746,2.171034496,41.39474676,"WEB","EMAIL"
"47",255228,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",14,1,2016,19,1,2016,3,"Sants-Montjuïc",15,"Hostafrancs",52,"Carrer","Creu Coberta",93,428404.7415,4580755.102,2.14383596,41.37513061,"TELÈFON","EMAIL"
"48",255244,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",15,1,2016,19,1,2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",88,"Carrer","Escipió",39,428557.3035,4584277.472,2.145244688,41.40686883,"WEB","EMAIL"
"49",256334,"CONSULTA","Mobilitat","A peu o en bicicleta","Associacions i entitats",10,12,2015,20,1,2016,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"50",256044,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",11,12,2015,20,1,2016,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"51",256291,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",21,12,2015,20,1,2016,1,"Ciutat Vella",2,"el Barri Gòtic",30,"Carrer","Josep Anselm Clavé",0,431306.2493,4581056.924,2.178495622,41.37810195,"TELÈFON","EMAIL"
"52",256326,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",26,12,2015,20,1,2016,3,"Sants-Montjuïc",11,"el Poble Sec",12,"Avinguda","Paral·lel",95,430124.6858,4580700.596,2.164407883,41.37479087,"WEB","EMAIL"
"53",256324,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",26,12,2015,20,1,2016,3,"Sants-Montjuïc",11,"el Poble Sec",12,"Avinguda","Paral·lel",95,430124.6858,4580700.596,2.164407883,41.37479087,"WEB","EMAIL"
"54",256332,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",29,12,2015,20,1,2016,1,"Ciutat Vella",1,"el Raval",2,"Avinguda","Drassanes",14,430878.0666,4580918.047,2.173391359,41.37681445,"WEB","EMAIL"
"55",256327,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",29,12,2015,20,1,2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",45,"Passeig","Born",1,431631.5369,4581727.657,2.182309663,41.38417075,"WEB","EMAIL"
"56",256331,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",29,12,2015,20,1,2016,2,"Eixample",5,"el Fort Pienc",3,"Carrer","Alí Bei",75,431679.1152,4582944.442,2.182741404,41.39513403,"WEB","EMAIL"
"57",256333,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",30,12,2015,20,1,2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",76,"Carrer","Tavern",33,428360.9845,4583519.925,2.142985794,41.40002843,"WEB","EMAIL"
"58",256340,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",1,1,2016,20,1,2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",123,"Carrer","Calàbria",211,428714.2826,4581881.776,2.147404648,41.38530564,"WEB","EMAIL"
"59",256344,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",4,1,2016,20,1,2016,2,"Eixample",5,"el Fort Pienc",14,"Carrer","Castillejos",168,431808.1853,4583721.202,2.184197712,41.40214102,"WEB","EMAIL"
"60",256162,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",13,1,2016,20,1,2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",148,"Carrer","Vilamarí",78,428902.8613,4581147.131,2.149746054,41.37870564,"WEB","EMAIL"
"61",256240,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",14,1,2016,20,1,2016,10,"Sant Martí",65,"el Clot",31,"Carrer","València",662,432249.1944,4584822.433,2.189349867,41.41209676,"TELÈFON","IMMEDIATA"
"62",256080,"CONSULTA","Mobilitat","A peu o en bicicleta","Zones de vianants i carrils bici",14,1,2016,20,1,2016,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"63",256712,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",4,12,2015,21,1,2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",88,"Carrer","Provença",222,429492.8405,4582500.008,2.156643469,41.39094246,"TELÈFON","EMAIL"
"64",256732,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",9,12,2015,21,1,2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",88,"Carrer","Provença",226,429514.8657,4582521.415,2.156904401,41.39113719,"WEB","EMAIL"
"65",256726,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",10,12,2015,21,1,2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",84,"Carrer","Provença",187,429502.4428,4582538.924,2.156753784,41.3912938,"MÒBIL","EMAIL"
"66",256678,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",19,1,2016,21,1,2016,9,"Sant Andreu",60,"Sant Andreu",26,"Passeig","Torras i Bages",17,432410.3738,4587614.957,2.19096607,41.43726168,"TELÈFON","EMAIL"
"67",257005,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",21,1,2016,22,1,2016,9,"Sant Andreu",63,"Navas",85,"Carrer","Sant Antoni Maria Claret",273,431712.7463,4585451.38,2.182860802,41.41771608,"WEB","EMAIL"
"68",257918,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",19,8,2015,25,1,2016,1,"Ciutat Vella",2,"el Barri Gòtic",30,"Passeig","Colom",24,431329.9998,4580982.454,2.178788062,41.37743324,"TELÈFON","EMAIL"
"69",257917,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",27,9,2015,25,1,2016,1,"Ciutat Vella",2,"el Barri Gòtic",26,"Plaça","Antonio López",1,431553.5796,4581435.189,2.181410417,41.38152995,"WEB","EMAIL"
"70",258017,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",17,12,2015,25,1,2016,4,"Les Corts",19,"les Corts",2,"Carrer","Marquès de Sentmenat",44,427837.1909,4581840.305,2.136920483,41.38485393,"WEB","EMAIL"
"71",258012,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",21,12,2015,25,1,2016,4,"Les Corts",19,"les Corts",1,"Carrer","Marquès de Sentmenat",70,428027.8625,4581877.796,2.139196247,41.38520867,"WEB","EMAIL"
"72",257798,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",22,12,2015,25,1,2016,4,"Les Corts",19,"les Corts",11,"Carrer","Marquès de Sentmenat",31,427704.062,4581882.757,2.135323347,41.38522432,"TELÈFON","EMAIL"
"73",257721,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",30,12,2015,25,1,2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",89,"Passeig","Vall d'Hebron",93,428225.8875,4586060.326,2.141068463,41.4228967,"WEB","EMAIL"
"74",257588,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",8,1,2016,25,1,2016,10,"Sant Martí",65,"el Clot",26,"Carrer","València",635,432154.9148,4584761.768,2.188228706,41.41154241,"TELÈFON","EMAIL"
"75",257750,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",11,1,2016,25,1,2016,10,"Sant Martí",71,"Provençals del Poblenou",101,"Carrer","Fluvià",136,433324.0998,4584656.892,2.202228332,41.41069567,"WEB","EMAIL"
"76",257755,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",12,1,2016,25,1,2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",101,"Carrer","Mallorca",125,429211.7097,4582066.486,2.153331796,41.38701318,"WEB","EMAIL"
"77",257756,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",12,1,2016,25,1,2016,10,"Sant Martí",73,"la Verneda i la Pau",133,"Carrer","Cantàbria",68,433063.9131,4586069.815,2.19895916,41.42339982,"TELÈFON","EMAIL"
"78",258018,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",13,1,2016,25,1,2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",123,"Carrer","Provença",61,428762.1922,4581824.852,2.147984292,41.38479719,"WEB","EMAIL"
"79",258019,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",14,1,2016,25,1,2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",120,"Carrer","Provença",104,428831.1385,4581850.963,2.148805747,41.38503847,"WEB","EMAIL"
"80",258021,"INCIDENCIA","Mobilitat","Bicicletes","Registre bicicletes incidència tramitació",16,1,2016,25,1,2016,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"TELÈFON","EMAIL"
"81",258024,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",18,1,2016,25,1,2016,10,"Sant Martí",70,"el Besòs i el Maresme",91,"Rambla","Prim",53,434409.8312,4585017.561,2.215178741,41.41403346,"WEB","EMAIL"
"82",258025,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",19,1,2016,25,1,2016,1,"Ciutat Vella",2,"el Barri Gòtic",23,"Via","Laietana",45,431016.8261,4582013.664,2.174925854,41.38669426,"INSTÀNCIA","EMAIL"
"83",258026,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",19,1,2016,25,1,2016,9,"Sant Andreu",61,"la Sagrera",61,"Carrer","Berenguer de Palou",123,432445.8428,4586422.06,2.191523908,41.42652065,"INSTÀNCIA","EMAIL"
"84",257768,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",21,1,2016,25,1,2016,4,"Les Corts",19,"les Corts",12,"Carrer","Numància",84,427856.5892,4581881.389,2.137147573,41.38522569,"INSTÀNCIA","CARTA"
"85",258028,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",22,1,2016,25,1,2016,6,"Gràcia",31,"la Vila de Gràcia",61,"Carrer","Encarnació",35,429734.6865,4584171.167,2.159342019,41.40601515,"WEB","EMAIL"
"86",257457,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",22,1,2016,25,1,2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"Carrer","Comerç",25,431667.7437,4581952.915,2.18271725,41.38620266,"WEB","IMMEDIATA"
"87",258570,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",20,1,2016,26,1,2016,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"88",258763,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",22,1,2016,26,1,2016,4,"Les Corts",19,"les Corts",18,"Avinguda","Josep Tarradellas",123,428354.8526,4582347.934,2.143051104,41.38947222,"WEB","IMMEDIATA"
"89",259075,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",20,12,2015,27,1,2016,4,"Les Corts",19,"les Corts",9,"Carrer","Marquès de Sentmenat",2,427594.6381,4581791.143,2.134025703,41.38438935,"WEB","EMAIL"
"90",259019,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",5,1,2016,27,1,2016,3,"Sants-Montjuïc",18,"Sants",106,"Plaça","Països Catalans",1,428155.6929,4581245.507,2.14079993,41.37952531,"WEB","EMAIL"
"91",259024,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",9,1,2016,27,1,2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",108,"Carrer","Londres",60,428764.6186,4582534.961,2.147929806,41.3911931,"WEB","EMAIL"
"92",258774,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",18,1,2016,27,1,2016,1,"Ciutat Vella",2,"el Barri Gòtic",22,"Carrer","Bot",6,430768.5008,4581758.69,2.171985189,41.38437645,"MÒBIL","EMAIL"
"93",258775,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",19,1,2016,27,1,2016,1,"Ciutat Vella",2,"el Barri Gòtic",23,"Via","Laietana",45,431016.8261,4582013.664,2.174925854,41.38669426,"INSTÀNCIA","EMAIL"
"94",259067,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",20,1,2016,27,1,2016,4,"Les Corts",19,"les Corts",2,"Carrer","Marquès de Sentmenat",28,427794.7497,4581829.201,2.136414258,41.38475011,"WEB","EMAIL"
"95",258995,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",26,1,2016,27,1,2016,9,"Sant Andreu",61,"la Sagrera",69,"Avinguda","Meridiana",307,432013.8292,4586167.772,2.186382738,41.42419391,"WEB","EMAIL"
"96",258966,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",26,1,2016,27,1,2016,3,"Sants-Montjuïc",17,"Sants - Badal",74,"Carrer","Begur",44,427283.0544,4580566.155,2.130446522,41.37332827,"WEB","IMMEDIATA"
"97",259507,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",12,1,2016,28,1,2016,2,"Eixample",7,"la Dreta de l'Eixample",82,"Avinguda","Diagonal",438,429896.1064,4583193.606,2.161386261,41.39722471,"TELÈFON","EMAIL"
"98",259662,"CONSULTA","Mobilitat","A peu o en bicicleta","Registre de bicicletes",21,1,2016,28,1,2016,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"99",259513,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",23,1,2016,28,1,2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",75,"Plaça","Molina",5,428682.03,4583660.018,2.146809534,41.40131874,"TELÈFON","EMAIL"
"100",259289,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",25,1,2016,28,1,2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",148,"Carrer","Diputació",9,428864.157,4580978.849,2.149302987,41.37718656,"WEB","EMAIL"
"101",259445,"CONSULTA","Mobilitat","A peu o en bicicleta","Zones de vianants i carrils bici",25,1,2016,28,1,2016,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
